,loss,val_loss
0,1.3081625699996948,0.9149554967880249
1,0.6295313835144043,0.7182350158691406
2,0.5180556178092957,0.5861448645591736
3,0.455990731716156,0.6410999298095703
4,0.41186490654945374,0.40750133991241455
5,0.3865571618080139,0.4520961046218872
6,0.36361101269721985,0.40451425313949585
7,0.33666160702705383,0.3694164454936981
8,0.32681789994239807,0.4259127378463745
9,0.31380295753479004,0.3900853395462036
10,0.30438855290412903,0.46359339356422424
11,0.29041555523872375,0.3041263818740845
12,0.2796802222728729,0.5210014581680298
13,0.27080267667770386,0.38767167925834656
14,0.2689434587955475,0.28218352794647217
15,0.25740930438041687,0.3056574761867523
16,0.2474423497915268,0.30826088786125183
17,0.24572299420833588,0.24128229916095734
18,0.23390905559062958,0.2973427474498749
19,0.23047859966754913,0.30263587832450867
